unix_s,memory_current,memory_peak,process_count,rss_total_kib,codex_process_count,codex_rss_kib,mcp_process_count,mcp_rss_kib,anon,file,kernel,kernel_stack,pagetables,sock,slab,slab_reclaimable,slab_unreclaimable
1786204048.601109,2147016704,2150776832,16,1309592,8,804048,0,0,600932352,1410772992,128184320,5144576,7294976,12288,115114112,110936848,4177264
1786204048.854493,2147307520,2150776832,16,1339020,8,804060,0,0,631066624,1368838144,136257536,5144576,7372800,12288,123107216,118926656,4180560
1786204049.107243,2147328000,2150977536,16,1347132,8,804060,0,0,639373312,1356398592,141262848,5144576,7397376,12288,128077560,123899824,4177736
1786204049.360728,2147901440,2150977536,16,1345160,8,804056,0,0,637353984,1352192000,148393984,5144576,7397376,12288,135221672,131043360,4178312
1786204049.612491,2147115008,2150977536,16,1345316,8,804144,0,0,637448192,1346736128,152592384,5144576,7397376,12288,139433680,135255744,4177936
1786204049.865606,2148085760,2150977536,13,1128344,6,603508,0,0,595808256,1388179456,153559040,4194304,6033408,12288,142853504,139311496,3542008
1786204050.118618,2147594240,2150977536,13,1128568,6,603732,0,0,596037632,1380184064,161193984,4194304,6033408,12288,150481200,146951560,3529640
1786204050.371836,2147598336,2150977536,13,1128564,6,603720,0,0,596033536,1370787840,170381312,4194304,6037504,12288,159667920,156138104,3529816
1786204050.625524,2147450880,2150977536,10,948740,4,407792,0,0,591630336,1377181696,168972288,3227648,4997120,16384,160347824,157254768,3093056
1786204050.877886,2147414016,2150977536,10,941916,4,404616,0,0,585265152,1377742848,174473216,3227648,4751360,12288,166102408,163232656,2869752
1786204051.132392,2148032512,2150977536,10,941988,4,404616,0,0,585093120,1374838784,178266112,3227648,4751360,12288,169943128,167073376,2869752
1786204051.384783,2147176448,2150977536,10,942056,4,404616,0,0,585162752,1370619904,181547008,3227648,4751360,12288,173223384,170353632,2869752
1786204051.638243,2147598336,2150977536,10,945112,4,404616,0,0,588296192,1366650880,182128640,3227648,4759552,12288,173786240,170916488,2869752
